Fecha,Hora,AGU,ATM,CEN,LDO,MIR,OBL,PIN,TLA,VAL
2012-01-09,06,3.000000,1.000000,4.000000,2.000000,1.000000,1.000000,4.000000,1.000000,7.000000
2012-01-09,07,4.000000,1.000000,5.000000,2.000000,1.000000,2.000000,1.000000,1.000000,4.000000
2012-01-09,08,3.000000,1.000000,6.000000,3.000000,1.000000,3.000000,2.000000,1.000000,6.000000
2012-01-09,09,5.000000,2.000000,6.000000,4.000000,1.000000,8.000000,2.000000,2.000000,11.000000
2012-01-09,10,10.000000,9.000000,17.000000,17.000000,5.000000,20.000000,9.000000,12.000000,16.000000
2012-01-09,11,23.000000,23.000000,29.000000,33.000000,15.000000,22.000000,22.000000,24.000000,21.000000
2012-01-09,12,28.000000,30.000000,36.000000,41.000000,23.000000,27.000000,37.000000,30.000000,30.000000
2012-01-09,13,28.000000,40.000000,44.000000,43.000000,27.000000,34.000000,40.000000,33.000000,37.000000
2012-01-09,14,30.000000,43.000000,38.000000,45.000000,29.000000,40.000000,44.000000,34.000000,40.000000
2012-01-09,15,33.000000,39.000000,37.000000,46.000000,30.000000,36.000000,46.000000,35.000000,43.000000
2012-01-09,16,31.000000,33.000000,31.000000,45.000000,27.000000,32.000000,43.000000,30.000000,38.000000
2012-01-09,17,27.000000,25.000000,25.000000,37.000000,24.000000,27.000000,35.000000,20.000000,35.000000
2012-01-09,18,16.000000,12.000000,11.000000,11.000000,15.000000,9.000000,20.000000,4.000000,21.000000
2012-01-09,19,9.000000,1.000000,2.000000,2.000000,13.000000,4.000000,12.000000,1.000000,9.000000
2012-01-09,20,5.000000,1.000000,2.000000,3.000000,19.000000,2.000000,5.000000,1.000000,9.000000
2012-01-09,21,5.000000,1.000000,2.000000,3.000000,15.000000,2.000000,6.000000,1.000000,15.000000
2012-01-09,22,7.000000,1.000000,37.000000,4.000000,1.000000,2.000000,5.000000,1.000000,17.000000
2012-01-09,23,6.000000,1.000000,12.000000,12.000000,1.000000,2.000000,1.000000,1.000000,8.000000
2012-01-10,00,3.000000,1.000000,7.000000,3.000000,1.000000,2.000000,1.000000,1.000000,5.000000
2012-01-10,01,3.000000,1.000000,,5.000000,1.000000,2.000000,1.000000,1.000000,11.000000
2012-01-10,02,3.000000,1.000000,26.000000,5.000000,1.000000,3.000000,1.000000,1.000000,4.000000
2012-01-10,03,2.000000,1.000000,5.000000,3.000000,1.000000,4.000000,1.000000,1.000000,5.000000
2012-01-10,04,3.000000,1.000000,2.000000,3.000000,1.000000,6.000000,2.000000,1.000000,7.000000
2012-01-10,05,3.000000,1.000000,4.000000,1.000000,1.000000,2.000000,3.000000,1.000000,10.000000
2012-01-10,06,3.000000,1.000000,4.000000,1.000000,1.000000,1.000000,3.000000,1.000000,9.000000
2012-01-10,07,3.000000,1.000000,4.000000,2.000000,1.000000,2.000000,3.000000,1.000000,5.000000
2012-01-10,08,3.000000,1.000000,3.000000,2.000000,1.000000,3.000000,3.000000,1.000000,5.000000
2012-01-10,09,6.000000,4.000000,4.000000,8.000000,4.000000,7.000000,6.000000,3.000000,7.000000
2012-01-10,10,15.000000,16.000000,23.000000,27.000000,12.000000,18.000000,20.000000,16.000000,15.000000
2012-01-10,11,21.000000,28.000000,33.000000,40.000000,23.000000,22.000000,32.000000,27.000000,21.000000
2012-01-10,12,22.000000,38.000000,39.000000,37.000000,23.000000,28.000000,39.000000,30.000000,33.000000
2012-01-10,13,26.000000,24.000000,29.000000,41.000000,25.000000,25.000000,37.000000,27.000000,35.000000
2012-01-10,14,29.000000,33.000000,35.000000,38.000000,28.000000,25.000000,38.000000,30.000000,39.000000
2012-01-10,15,30.000000,34.000000,34.000000,42.000000,26.000000,33.000000,38.000000,28.000000,39.000000
2012-01-10,16,29.000000,27.000000,31.000000,38.000000,28.000000,29.000000,39.000000,28.000000,34.000000
2012-01-10,17,23.000000,14.000000,18.000000,26.000000,20.000000,19.000000,24.000000,16.000000,28.000000
2012-01-10,18,7.000000,2.000000,3.000000,2.000000,7.000000,3.000000,7.000000,1.000000,14.000000
2012-01-10,19,4.000000,1.000000,2.000000,1.000000,1.000000,2.000000,2.000000,1.000000,5.000000
2012-01-10,20,3.000000,1.000000,3.000000,1.000000,11.000000,2.000000,2.000000,1.000000,4.000000
2012-01-10,21,6.000000,1.000000,5.000000,2.000000,5.000000,2.000000,3.000000,1.000000,4.000000
2012-01-10,22,5.000000,1.000000,13.000000,2.000000,1.000000,2.000000,1.000000,1.000000,5.000000
2012-01-10,23,4.000000,1.000000,8.000000,1.000000,1.000000,2.000000,2.000000,1.000000,4.000000
2012-01-11,00,3.000000,1.000000,4.000000,1.000000,1.000000,2.000000,2.000000,1.000000,4.000000
2012-01-11,01,3.000000,1.000000,7.000000,1.000000,1.000000,2.000000,2.000000,1.000000,4.000000
2012-01-11,02,3.000000,1.000000,5.000000,2.000000,1.000000,2.000000,1.000000,1.000000,4.000000
2012-01-11,03,3.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000,1.000000,6.000000
2012-01-11,04,3.000000,1.000000,3.000000,2.000000,1.000000,6.000000,4.000000,1.000000,5.000000
2012-01-11,05,3.000000,1.000000,5.000000,1.000000,1.000000,4.000000,3.000000,1.000000,4.000000
2012-01-11,06,3.000000,1.000000,5.000000,2.000000,1.000000,2.000000,3.000000,1.000000,4.000000
2012-01-11,07,3.000000,1.000000,1.000000,2.000000,1.000000,2.000000,3.000000,1.000000,4.000000
2012-01-11,08,4.000000,1.000000,4.000000,2.000000,1.000000,2.000000,2.000000,1.000000,5.000000
2012-01-11,09,7.000000,3.000000,5.000000,5.000000,1.000000,8.000000,4.000000,1.000000,13.000000
2012-01-11,10,14.000000,15.000000,15.000000,24.000000,10.000000,18.000000,15.000000,13.000000,17.000000
2012-01-11,11,23.000000,38.000000,41.000000,39.000000,24.000000,30.000000,36.000000,38.000000,33.000000
2012-01-11,12,33.000000,61.000000,58.000000,64.000000,38.000000,48.000000,53.000000,49.000000,53.000000
2012-01-11,13,44.000000,78.000000,72.000000,77.000000,47.000000,63.000000,63.000000,59.000000,66.000000
2012-01-11,14,49.000000,58.000000,84.000000,73.000000,43.000000,66.000000,58.000000,56.000000,62.000000
